per_idx,cat_idx,dt_idx,et_idx,geo_idx,is_adj,val,cat_name
107,21,1,0,1,0,24362,food_drink_service
107,21,1,0,1,1,25698,food_drink_service
107,11,2,0,1,1,0.6,food_bev_stores
107,12,2,0,1,1,0.6,grocery_stores
107,21,2,0,1,1,0,food_drink_service
107,11,2,0,1,0,2.8,food_bev_stores
107,12,2,0,1,0,2.3,grocery_stores
107,21,2,0,1,0,-5.3,food_drink_service
108,11,1,0,1,0,42252,food_bev_stores
108,11,1,0,1,1,38033,food_bev_stores
108,12,1,0,1,0,37254,grocery_stores
108,12,1,0,1,1,34558,grocery_stores
108,21,1,0,1,0,25761,food_drink_service
108,21,1,0,1,1,25133,food_drink_service
108,11,2,0,1,1,0.9,food_bev_stores
108,12,2,0,1,1,1.4,grocery_stores
108,21,2,0,1,1,-2.2,food_drink_service
108,11,2,0,1,0,12.3,food_bev_stores
108,12,2,0,1,0,9.7,grocery_stores
108,21,2,0,1,0,5.7,food_drink_service
109,11,1,0,1,0,36332,food_bev_stores
109,11,1,0,1,1,37903,food_bev_stores
109,12,1,0,1,0,33236,grocery_stores
109,12,1,0,1,1,34229,grocery_stores
109,21,1,0,1,0,23955,food_drink_service
109,21,1,0,1,1,26180,food_drink_service
109,11,2,0,1,1,-0.3,food_bev_stores
109,12,2,0,1,1,-1,grocery_stores
109,21,2,0,1,1,4.2,food_drink_service
109,11,2,0,1,0,-14,food_bev_stores
109,12,2,0,1,0,-10.8,grocery_stores
109,21,2,0,1,0,-7,food_drink_service
110,11,1,0,1,0,34585,food_bev_stores
110,11,1,0,1,1,38252,food_bev_stores
110,12,1,0,1,0,31488,grocery_stores
110,12,1,0,1,1,34602,grocery_stores
110,21,1,0,1,0,23801,food_drink_service
110,21,1,0,1,1,26069,food_drink_service
110,11,2,0,1,1,0.9,food_bev_stores
110,12,2,0,1,1,1.1,grocery_stores
110,21,2,0,1,1,-0.4,food_drink_service
110,11,2,0,1,0,-4.8,food_bev_stores
110,12,2,0,1,0,-5.3,grocery_stores
110,21,2,0,1,0,-0.6,food_drink_service
111,11,1,0,1,0,38321,food_bev_stores
111,11,1,0,1,1,38133,food_bev_stores
111,12,1,0,1,0,34856,grocery_stores
111,12,1,0,1,1,34477,grocery_stores
111,21,1,0,1,0,27010,food_drink_service
111,21,1,0,1,1,26122,food_drink_service
111,11,2,0,1,1,-0.3,food_bev_stores
111,12,2,0,1,1,-0.4,grocery_stores
111,21,2,0,1,1,0.2,food_drink_service
111,11,2,0,1,0,10.8,food_bev_stores
111,12,2,0,1,0,10.7,grocery_stores
111,21,2,0,1,0,13.5,food_drink_service
112,11,1,0,1,0,37122,food_bev_stores
112,11,1,0,1,1,38369,food_bev_stores
112,12,1,0,1,0,33685,grocery_stores
112,12,1,0,1,1,34727,grocery_stores
112,21,1,0,1,0,25863,food_drink_service
112,21,1,0,1,1,26045,food_drink_service
112,11,0,1,1,1,0.6,food_bev_stores
112,11,0,1,1,0,0.6,food_bev_stores
112,12,0,1,1,1,0.8,grocery_stores
112,12,0,1,1,0,0.8,grocery_stores
112,21,0,1,1,1,1.9,food_drink_service
112,21,0,1,1,0,1.9,food_drink_service
112,11,0,2,1,1,0.2,food_bev_stores
112,11,0,2,1,0,0.2,food_bev_stores
112,12,0,2,1,1,0.2,grocery_stores
112,12,0,2,1,0,0.2,grocery_stores
112,21,0,2,1,1,0.3,food_drink_service
112,21,0,2,1,0,0.3,food_drink_service
112,11,2,0,1,1,0.6,food_bev_stores
112,12,2,0,1,1,0.7,grocery_stores
112,21,2,0,1,1,-0.3,food_drink_service
112,11,2,0,1,0,-3.1,food_bev_stores
112,12,2,0,1,0,-3.4,grocery_stores
112,21,2,0,1,0,-4.2,food_drink_service
113,11,1,0,1,0,39793,food_bev_stores
113,11,1,0,1,1,38439,food_bev_stores
113,12,1,0,1,0,36068,grocery_stores
113,12,1,0,1,1,34781,grocery_stores
113,21,1,0,1,0,27355,food_drink_service
113,21,1,0,1,1,26278,food_drink_service
113,11,0,1,1,1,0.7,food_bev_stores
113,11,0,1,1,0,0.7,food_bev_stores
113,12,0,1,1,1,0.8,grocery_stores
113,12,0,1,1,0,0.8,grocery_stores
113,21,0,1,1,1,2.2,food_drink_service
113,21,0,1,1,0,2.2,food_drink_service
113,11,0,2,1,1,0.2,food_bev_stores
113,11,0,2,1,0,0.2,food_bev_stores
113,12,0,2,1,1,0.2,grocery_stores
113,12,0,2,1,0,0.2,grocery_stores
113,21,0,2,1,1,0.6,food_drink_service
113,21,0,2,1,0,0.6,food_drink_service
113,11,2,0,1,1,0.2,food_bev_stores
113,12,2,0,1,1,0.2,grocery_stores
113,21,2,0,1,1,0.9,food_drink_service
113,11,2,0,1,0,7.2,food_bev_stores
113,12,2,0,1,0,7.1,grocery_stores
113,21,2,0,1,0,5.8,food_drink_service
114,11,1,0,1,0,39006,food_bev_stores
114,11,1,0,1,1,38569,food_bev_stores
114,12,1,0,1,0,35215,grocery_stores
114,12,1,0,1,1,34866,grocery_stores
114,21,1,0,1,0,27566,food_drink_service
114,21,1,0,1,1,26379,food_drink_service
114,11,0,1,1,1,0.7,food_bev_stores
114,11,0,1,1,0,0.7,food_bev_stores
114,12,0,1,1,1,0.8,grocery_stores
114,12,0,1,1,0,0.8,grocery_stores
114,21,0,1,1,1,2.2,food_drink_service
114,21,0,1,1,0,2.2,food_drink_service
114,11,0,2,1,1,0.2,food_bev_stores
114,11,0,2,1,0,0.2,food_bev_stores
114,12,0,2,1,1,0.2,grocery_stores
114,12,0,2,1,0,0.2,grocery_stores
114,21,0,2,1,1,0.4,food_drink_service
114,21,0,2,1,0,0.4,food_drink_service
114,11,2,0,1,1,0.3,food_bev_stores
114,12,2,0,1,1,0.2,grocery_stores
114,21,2,0,1,1,0.4,food_drink_service
114,11,2,0,1,0,-2,food_bev_stores
114,12,2,0,1,0,-2.4,grocery_stores
114,21,2,0,1,0,0.8,food_drink_service
115,11,1,0,1,0,39182,food_bev_stores
115,11,1,0,1,1,38506,food_bev_stores
115,12,1,0,1,0,35418,grocery_stores
115,12,1,0,1,1,34792,grocery_stores
115,21,1,0,1,0,27594,food_drink_service
115,21,1,0,1,1,26507,food_drink_service
115,11,0,1,1,1,0.7,food_bev_stores
115,11,0,1,1,0,0.7,food_bev_stores
115,12,0,1,1,1,0.9,grocery_stores
115,12,0,1,1,0,0.9,grocery_stores
115,21,0,1,1,1,2.3,food_drink_service
115,21,0,1,1,0,2.3,food_drink_service
115,11,0,2,1,1,0.2,food_bev_stores
115,11,0,2,1,0,0.2,food_bev_stores
115,12,0,2,1,1,0.1,grocery_stores
115,12,0,2,1,0,0.1,grocery_stores
115,21,0,2,1,1,0.5,food_drink_service
115,21,0,2,1,0,0.5,food_drink_service
115,11,2,0,1,1,-0.2,food_bev_stores
115,12,2,0,1,1,-0.2,grocery_stores
115,21,2,0,1,1,0.5,food_drink_service
115,11,2,0,1,0,0.5,food_bev_stores
115,12,2,0,1,0,0.6,grocery_stores
115,21,2,0,1,0,0.1,food_drink_service
116,11,1,0,1,0,39683,food_bev_stores
116,11,1,0,1,1,38738,food_bev_stores
116,12,1,0,1,0,35919,grocery_stores
116,12,1,0,1,1,35043,grocery_stores
116,21,1,0,1,0,28303,food_drink_service
116,21,1,0,1,1,26853,food_drink_service
116,11,0,1,1,1,0.7,food_bev_stores
116,11,0,1,1,0,0.7,food_bev_stores
116,12,0,1,1,1,0.9,grocery_stores
116,12,0,1,1,0,0.9,grocery_stores
116,21,0,1,1,1,2.3,food_drink_service
116,21,0,1,1,0,2.3,food_drink_service
116,11,0,2,1,1,0.2,food_bev_stores
116,11,0,2,1,0,0.2,food_bev_stores
116,12,0,2,1,1,0.2,grocery_stores
116,12,0,2,1,0,0.2,grocery_stores
116,21,0,2,1,1,0.4,food_drink_service
116,21,0,2,1,0,0.4,food_drink_service
116,11,2,0,1,1,0.6,food_bev_stores
116,12,2,0,1,1,0.7,grocery_stores
116,21,2,0,1,1,1.3,food_drink_service
116,11,2,0,1,0,1.3,food_bev_stores
116,12,2,0,1,0,1.4,grocery_stores
116,21,2,0,1,0,2.6,food_drink_service
117,11,1,0,1,0,37821,food_bev_stores
117,11,1,0,1,1,38832,food_bev_stores
117,12,1,0,1,0,34379,grocery_stores
117,12,1,0,1,1,35152,grocery_stores
117,21,1,0,1,0,25714,food_drink_service
117,21,1,0,1,1,26239,food_drink_service
117,11,0,1,1,1,0.7,food_bev_stores
117,11,0,1,1,0,0.7,food_bev_stores
117,12,0,1,1,1,0.8,grocery_stores
117,12,0,1,1,0,0.8,grocery_stores
117,21,0,1,1,1,2.2,food_drink_service
117,21,0,1,1,0,2.2,food_drink_service
117,11,0,2,1,1,0.2,food_bev_stores
117,11,0,2,1,0,0.2,food_bev_stores
117,12,0,2,1,1,0.2,grocery_stores
117,12,0,2,1,0,0.2,grocery_stores
117,21,0,2,1,1,0.4,food_drink_service
117,21,0,2,1,0,0.4,food_drink_service
117,11,2,0,1,1,0.2,food_bev_stores
117,12,2,0,1,1,0.3,grocery_stores
117,21,2,0,1,1,-2.3,food_drink_service
117,11,2,0,1,0,-4.7,food_bev_stores
117,12,2,0,1,0,-4.3,grocery_stores
117,21,2,0,1,0,-9.1,food_drink_service
118,11,1,0,1,0,38375,food_bev_stores
118,11,1,0,1,1,38944,food_bev_stores
118,12,1,0,1,0,34847,grocery_stores
118,12,1,0,1,1,35270,grocery_stores
118,21,1,0,1,0,26408,food_drink_service
118,21,1,0,1,1,26541,food_drink_service
118,11,0,1,1,1,0.6,food_bev_stores
118,11,0,1,1,0,0.6,food_bev_stores
118,12,0,1,1,1,0.8,grocery_stores
118,12,0,1,1,0,0.8,grocery_stores
118,21,0,1,1,1,2,food_drink_service
118,21,0,1,1,0,2,food_drink_service
118,11,0,2,1,1,0.1,food_bev_stores
118,11,0,2,1,0,0.1,food_bev_stores
118,12,0,2,1,1,0.1,grocery_stores
118,12,0,2,1,0,0.1,grocery_stores
118,21,0,2,1,1,0.5,food_drink_service
118,21,0,2,1,0,0.5,food_drink_service
118,11,2,0,1,1,0.3,food_bev_stores
118,12,2,0,1,1,0.3,grocery_stores
118,21,2,0,1,1,1.2,food_drink_service
118,11,2,0,1,0,1.5,food_bev_stores
118,12,2,0,1,0,1.4,grocery_stores
118,21,2,0,1,0,2.7,food_drink_service
119,11,1,0,1,0,39151,food_bev_stores
119,11,1,0,1,1,39161,food_bev_stores
119,12,1,0,1,0,35308,grocery_stores
119,12,1,0,1,1,35414,grocery_stores
119,21,1,0,1,0,25533,food_drink_service
119,21,1,0,1,1,26597,food_drink_service
119,11,0,1,1,1,0.6,food_bev_stores
119,11,0,1,1,0,0.6,food_bev_stores
119,12,0,1,1,1,0.8,grocery_stores
119,12,0,1,1,0,0.8,grocery_stores
119,21,0,1,1,1,1.8,food_drink_service
119,21,0,1,1,0,1.8,food_drink_service
119,11,0,2,1,1,0.1,food_bev_stores
119,11,0,2,1,0,0.1,food_bev_stores
119,12,0,2,1,1,0.1,grocery_stores
119,12,0,2,1,0,0.1,grocery_stores
119,21,0,2,1,1,0.4,food_drink_service
119,21,0,2,1,0,0.4,food_drink_service
119,11,2,0,1,1,0.6,food_bev_stores
119,12,2,0,1,1,0.4,grocery_stores
119,21,2,0,1,1,0.2,food_drink_service
119,11,2,0,1,0,2,food_bev_stores
119,12,2,0,1,0,1.3,grocery_stores
119,21,2,0,1,0,-3.3,food_drink_service
120,11,1,0,1,0,43058,food_bev_stores
120,11,1,0,1,1,38996,food_bev_stores
120,12,1,0,1,0,37708,grocery_stores
120,12,1,0,1,1,35208,grocery_stores
120,21,1,0,1,0,27536,food_drink_service
120,21,1,0,1,1,27156,food_drink_service
120,11,0,1,1,1,0.6,food_bev_stores
120,11,0,1,1,0,0.6,food_bev_stores
120,12,0,1,1,1,0.8,grocery_stores
120,12,0,1,1,0,0.8,grocery_stores
120,21,0,1,1,1,2,food_drink_service
120,21,0,1,1,0,2,food_drink_service
120,11,0,2,1,1,0.3,food_bev_stores
120,11,0,2,1,0,0.3,food_bev_stores
120,12,0,2,1,1,0.2,grocery_stores
120,12,0,2,1,0,0.2,grocery_stores
120,21,0,2,1,1,0.5,food_drink_service
120,21,0,2,1,0,0.5,food_drink_service
120,11,2,0,1,1,-0.4,food_bev_stores
120,12,2,0,1,1,-0.6,grocery_stores
120,21,2,0,1,1,2.1,food_drink_service
120,11,2,0,1,0,10,food_bev_stores
120,12,2,0,1,0,6.8,grocery_stores
120,21,2,0,1,0,7.8,food_drink_service
121,11,1,0,1,0,37662,food_bev_stores
121,11,1,0,1,1,38833,food_bev_stores
121,12,1,0,1,0,34533,grocery_stores
121,12,1,0,1,1,35130,grocery_stores
121,21,1,0,1,0,25052,food_drink_service
121,21,1,0,1,1,27201,food_drink_service
121,11,0,1,1,1,0.5,food_bev_stores
121,11,0,1,1,0,0.5,food_bev_stores
121,12,0,1,1,1,0.7,grocery_stores
121,12,0,1,1,0,0.7,grocery_stores
121,21,0,1,1,1,1.9,food_drink_service
121,21,0,1,1,0,1.9,food_drink_service
121,11,0,2,1,1,0.2,food_bev_stores
121,11,0,2,1,0,0.2,food_bev_stores
121,12,0,2,1,1,0.2,grocery_stores
121,12,0,2,1,0,0.2,grocery_stores
121,21,0,2,1,1,0.5,food_drink_service
121,21,0,2,1,0,0.5,food_drink_service
121,11,2,0,1,1,-0.4,food_bev_stores
121,12,2,0,1,1,-0.2,grocery_stores
121,21,2,0,1,1,0.2,food_drink_service
121,11,2,0,1,0,-12.5,food_bev_stores
121,12,2,0,1,0,-8.4,grocery_stores
121,21,2,0,1,0,-9,food_drink_service
122,11,1,0,1,0,35215,food_bev_stores
122,11,1,0,1,1,38885,food_bev_stores
122,12,1,0,1,0,32024,grocery_stores
122,12,1,0,1,1,35114,grocery_stores
122,21,1,0,1,0,25002,food_drink_service
122,21,1,0,1,1,27384,food_drink_service
122,11,0,1,1,1,0.6,food_bev_stores
122,11,0,1,1,0,0.6,food_bev_stores
122,12,0,1,1,1,0.7,grocery_stores
122,12,0,1,1,0,0.7,grocery_stores
122,21,0,1,1,1,1.8,food_drink_service
122,21,0,1,1,0,1.8,food_drink_service
122,11,0,2,1,1,0.1,food_bev_stores
122,11,0,2,1,0,0.1,food_bev_stores
122,12,0,2,1,1,0.1,grocery_stores
122,12,0,2,1,0,0.1,grocery_stores
122,21,0,2,1,1,0.2,food_drink_service
122,21,0,2,1,0,0.2,food_drink_service
122,11,2,0,1,1,0.1,food_bev_stores
122,12,2,0,1,1,0,grocery_stores
122,21,2,0,1,1,0.7,food_drink_service
122,11,2,0,1,0,-6.5,food_bev_stores
122,12,2,0,1,0,-7.3,grocery_stores
122,21,2,0,1,0,-0.2,food_drink_service
123,11,1,0,1,0,39485,food_bev_stores
123,11,1,0,1,1,38913,food_bev_stores
123,12,1,0,1,0,35863,grocery_stores
123,12,1,0,1,1,35160,grocery_stores
123,21,1,0,1,0,28128,food_drink_service
123,21,1,0,1,1,27203,food_drink_service
123,11,0,1,1,1,0.6,food_bev_stores
123,11,0,1,1,0,0.6,food_bev_stores
123,12,0,1,1,1,0.7,grocery_stores
123,12,0,1,1,0,0.7,grocery_stores
123,21,0,1,1,1,1.9,food_drink_service
123,21,0,1,1,0,1.9,food_drink_service
123,11,0,2,1,1,0.1,food_bev_stores
123,11,0,2,1,0,0.1,food_bev_stores
123,12,0,2,1,1,0.1,grocery_stores
123,12,0,2,1,0,0.1,grocery_stores
123,21,0,2,1,1,0.3,food_drink_service
123,21,0,2,1,0,0.3,food_drink_service
123,11,2,0,1,1,0.1,food_bev_stores
123,12,2,0,1,1,0.1,grocery_stores
123,21,2,0,1,1,-0.7,food_drink_service
123,11,2,0,1,0,12.1,food_bev_stores
123,12,2,0,1,0,12,grocery_stores
123,21,2,0,1,0,12.5,food_drink_service
124,11,1,0,1,0,36629,food_bev_stores
124,11,1,0,1,1,38568,food_bev_stores
124,12,1,0,1,0,33190,grocery_stores
124,12,1,0,1,1,34827,grocery_stores
124,21,1,0,1,0,27390,food_drink_service
124,21,1,0,1,1,27500,food_drink_service
124,11,0,1,1,1,0.6,food_bev_stores
124,11,0,1,1,0,0.6,food_bev_stores
124,12,0,1,1,1,0.8,grocery_stores
124,12,0,1,1,0,0.8,grocery_stores
124,21,0,1,1,1,2.1,food_drink_service
124,21,0,1,1,0,2.1,food_drink_service
124,11,0,2,1,1,0.1,food_bev_stores
124,11,0,2,1,0,0.1,food_bev_stores
124,12,0,2,1,1,0.1,grocery_stores
124,12,0,2,1,0,0.1,grocery_stores
124,21,0,2,1,1,0.4,food_drink_service
124,21,0,2,1,0,0.4,food_drink_service
124,11,2,0,1,1,-0.9,food_bev_stores
124,12,2,0,1,1,-0.9,grocery_stores
124,21,2,0,1,1,1.1,food_drink_service
124,11,2,0,1,0,-7.2,food_bev_stores
124,12,2,0,1,0,-7.5,grocery_stores
124,21,2,0,1,0,-2.6,food_drink_service
125,11,1,0,1,0,40390,food_bev_stores
125,11,1,0,1,1,38713,food_bev_stores
125,12,1,0,1,0,36478,grocery_stores
125,12,1,0,1,1,34941,grocery_stores
125,21,1,0,1,0,28720,food_drink_service
125,21,1,0,1,1,27378,food_drink_service
125,11,0,1,1,1,0.6,food_bev_stores
125,11,0,1,1,0,0.6,food_bev_stores
125,12,0,1,1,1,0.8,grocery_stores
125,12,0,1,1,0,0.8,grocery_stores
125,21,0,1,1,1,2,food_drink_service
125,21,0,1,1,0,2,food_drink_service
125,11,0,2,1,1,0.1,food_bev_stores
125,11,0,2,1,0,0.1,food_bev_stores
125,12,0,2,1,1,0.1,grocery_stores
125,12,0,2,1,0,0.1,grocery_stores
125,21,0,2,1,1,0.5,food_drink_service
125,21,0,2,1,0,0.5,food_drink_service
125,11,2,0,1,1,0.4,food_bev_stores
125,12,2,0,1,1,0.3,grocery_stores
125,21,2,0,1,1,-0.4,food_drink_service
125,11,2,0,1,0,10.3,food_bev_stores
125,12,2,0,1,0,9.9,grocery_stores
125,21,2,0,1,0,4.9,food_drink_service
126,11,1,0,1,0,38715,food_bev_stores
126,11,1,0,1,1,38723,food_bev_stores
126,12,1,0,1,0,34933,grocery_stores
126,12,1,0,1,1,34933,grocery_stores
126,21,1,0,1,0,28469,food_drink_service
126,21,1,0,1,1,27586,food_drink_service
126,11,0,1,1,1,0.7,food_bev_stores
126,11,0,1,1,0,0.7,food_bev_stores
126,12,0,1,1,1,0.8,grocery_stores
126,12,0,1,1,0,0.8,grocery_stores
126,21,0,1,1,1,1.9,food_drink_service
126,21,0,1,1,0,1.9,food_drink_service
126,11,0,2,1,1,0.1,food_bev_stores
126,11,0,2,1,0,0.1,food_bev_stores
126,12,0,2,1,1,0.1,grocery_stores
126,12,0,2,1,0,0.1,grocery_stores
126,21,0,2,1,1,0.4,food_drink_service
126,21,0,2,1,0,0.4,food_drink_service
126,11,2,0,1,1,0,food_bev_stores
126,12,2,0,1,1,0,grocery_stores
126,21,2,0,1,1,0.8,food_drink_service
126,11,2,0,1,0,-4.1,food_bev_stores
126,12,2,0,1,0,-4.2,grocery_stores
126,21,2,0,1,0,-0.9,food_drink_service
127,11,1,0,1,0,39773,food_bev_stores
127,11,1,0,1,1,38834,food_bev_stores
127,12,1,0,1,0,35885,grocery_stores
127,12,1,0,1,1,35044,grocery_stores
127,21,1,0,1,0,28638,food_drink_service
127,21,1,0,1,1,27616,food_drink_service
127,11,0,1,1,1,0.7,food_bev_stores
127,11,0,1,1,0,0.7,food_bev_stores
127,12,0,1,1,1,0.9,grocery_stores
127,12,0,1,1,0,0.9,grocery_stores
127,21,0,1,1,1,2.3,food_drink_service
127,21,0,1,1,0,2.3,food_drink_service
127,11,0,2,1,1,0.1,food_bev_stores
127,11,0,2,1,0,0.1,food_bev_stores
127,12,0,2,1,1,0.1,grocery_stores
127,12,0,2,1,0,0.1,grocery_stores
127,21,0,2,1,1,0.5,food_drink_service
127,21,0,2,1,0,0.5,food_drink_service
127,11,2,0,1,1,0.3,food_bev_stores
127,12,2,0,1,1,0.3,grocery_stores
127,21,2,0,1,1,0.1,food_drink_service
127,11,2,0,1,0,2.7,food_bev_stores
127,12,2,0,1,0,2.7,grocery_stores
127,21,2,0,1,0,0.6,food_drink_service
128,11,1,0,1,0,39918,food_bev_stores
128,11,1,0,1,1,38647,food_bev_stores
128,12,1,0,1,0,36025,grocery_stores
128,12,1,0,1,1,34874,grocery_stores
128,21,1,0,1,0,29540,food_drink_service
128,21,1,0,1,1,27607,food_drink_service
128,11,0,1,1,1,0.7,food_bev_stores
128,11,0,1,1,0,0.7,food_bev_stores
128,12,0,1,1,1,0.9,grocery_stores
128,12,0,1,1,0,0.9,grocery_stores
128,21,0,1,1,1,2.2,food_drink_service
128,21,0,1,1,0,2.2,food_drink_service
128,11,0,2,1,1,0.1,food_bev_stores
128,11,0,2,1,0,0.1,food_bev_stores
128,12,0,2,1,1,0.1,grocery_stores
128,12,0,2,1,0,0.1,grocery_stores
128,21,0,2,1,1,0.4,food_drink_service
128,21,0,2,1,0,0.4,food_drink_service
128,11,2,0,1,1,-0.5,food_bev_stores
128,12,2,0,1,1,-0.5,grocery_stores
128,21,2,0,1,1,0,food_drink_service
128,11,2,0,1,0,0.4,food_bev_stores
128,12,2,0,1,0,0.4,grocery_stores
128,21,2,0,1,0,3.1,food_drink_service
129,11,1,0,1,0,37068,food_bev_stores
129,11,1,0,1,1,38599,food_bev_stores
129,12,1,0,1,0,33610,grocery_stores
129,12,1,0,1,1,34865,grocery_stores
129,21,1,0,1,0,26839,food_drink_service
129,21,1,0,1,1,27784,food_drink_service
129,11,0,1,1,1,0.7,food_bev_stores
129,11,0,1,1,0,0.7,food_bev_stores
129,12,0,1,1,1,0.8,grocery_stores
129,12,0,1,1,0,0.8,grocery_stores
129,21,0,1,1,1,1.8,food_drink_service
129,21,0,1,1,0,1.8,food_drink_service
129,11,0,2,1,1,0.1,food_bev_stores
129,11,0,2,1,0,0.1,food_bev_stores
129,12,0,2,1,1,0.1,grocery_stores
129,12,0,2,1,0,0.1,grocery_stores
129,21,0,2,1,1,0.5,food_drink_service
129,21,0,2,1,0,0.5,food_drink_service
129,11,2,0,1,1,-0.1,food_bev_stores
129,12,2,0,1,1,0,grocery_stores
129,21,2,0,1,1,0.6,food_drink_service
129,11,2,0,1,0,-7.1,food_bev_stores
129,12,2,0,1,0,-6.7,grocery_stores
129,21,2,0,1,0,-9.1,food_drink_service
130,11,1,0,1,0,38461,food_bev_stores
130,11,1,0,1,1,38693,food_bev_stores
130,12,1,0,1,0,34885,grocery_stores
130,12,1,0,1,1,34990,grocery_stores
130,21,1,0,1,0,27595,food_drink_service
130,21,1,0,1,1,27623,food_drink_service
130,11,0,1,1,1,0.7,food_bev_stores
130,11,0,1,1,0,0.7,food_bev_stores
130,12,0,1,1,1,0.8,grocery_stores
130,12,0,1,1,0,0.8,grocery_stores
130,21,0,1,1,1,2.1,food_drink_service
130,21,0,1,1,0,2.1,food_drink_service
130,11,0,2,1,1,0.1,food_bev_stores
130,11,0,2,1,0,0.1,food_bev_stores
130,12,0,2,1,1,0.1,grocery_stores
130,12,0,2,1,0,0.1,grocery_stores
130,21,0,2,1,1,0.3,food_drink_service
130,21,0,2,1,0,0.3,food_drink_service
130,11,2,0,1,1,0.2,food_bev_stores
130,12,2,0,1,1,0.4,grocery_stores
130,21,2,0,1,1,-0.6,food_drink_service
130,11,2,0,1,0,3.8,food_bev_stores
130,12,2,0,1,0,3.8,grocery_stores
130,21,2,0,1,0,2.8,food_drink_service
131,11,1,0,1,0,39501,food_bev_stores
131,11,1,0,1,1,38886,food_bev_stores
131,12,1,0,1,0,35649,grocery_stores
131,12,1,0,1,1,35157,grocery_stores
131,21,1,0,1,0,26967,food_drink_service
131,21,1,0,1,1,27916,food_drink_service
131,11,0,1,1,1,0.6,food_bev_stores
131,11,0,1,1,0,0.6,food_bev_stores
131,12,0,1,1,1,0.8,grocery_stores
131,12,0,1,1,0,0.8,grocery_stores
131,21,0,1,1,1,2.2,food_drink_service
131,21,0,1,1,0,2.2,food_drink_service
131,11,0,2,1,1,0.2,food_bev_stores
131,11,0,2,1,0,0.2,food_bev_stores
131,12,0,2,1,1,0.2,grocery_stores
131,12,0,2,1,0,0.2,grocery_stores
131,21,0,2,1,1,0.4,food_drink_service
131,21,0,2,1,0,0.4,food_drink_service
131,11,2,0,1,1,0.5,food_bev_stores
131,12,2,0,1,1,0.5,grocery_stores
131,21,2,0,1,1,1.1,food_drink_service
131,11,2,0,1,0,2.7,food_bev_stores
131,12,2,0,1,0,2.2,grocery_stores
131,21,2,0,1,0,-2.3,food_drink_service
132,11,1,0,1,0,42039,food_bev_stores
132,11,1,0,1,1,39072,food_bev_stores
132,12,1,0,1,0,36738,grocery_stores
132,12,1,0,1,1,35257,grocery_stores
132,21,1,0,1,0,28185,food_drink_service
132,21,1,0,1,1,28017,food_drink_service
132,11,0,1,1,1,0.6,food_bev_stores
132,11,0,1,1,0,0.6,food_bev_stores
132,12,0,1,1,1,0.8,grocery_stores
132,12,0,1,1,0,0.8,grocery_stores
132,21,0,1,1,1,2.1,food_drink_service
132,21,0,1,1,0,2.1,food_drink_service
132,11,0,2,1,1,0.2,food_bev_stores
132,11,0,2,1,0,0.2,food_bev_stores
132,12,0,2,1,1,0.2,grocery_stores
132,12,0,2,1,0,0.2,grocery_stores
132,21,0,2,1,1,0.5,food_drink_service
132,21,0,2,1,0,0.5,food_drink_service
132,11,2,0,1,1,0.5,food_bev_stores
132,12,2,0,1,1,0.3,grocery_stores
132,21,2,0,1,1,0.4,food_drink_service
132,11,2,0,1,0,6.4,food_bev_stores
132,12,2,0,1,0,3.1,grocery_stores
132,21,2,0,1,0,4.5,food_drink_service
133,11,1,0,1,0,38602,food_bev_stores
133,11,1,0,1,1,39412,food_bev_stores
133,12,1,0,1,0,35384,grocery_stores
133,12,1,0,1,1,35669,grocery_stores
133,21,1,0,1,0,26057,food_drink_service
133,21,1,0,1,1,28018,food_drink_service
133,11,0,1,1,1,0.7,food_bev_stores
133,11,0,1,1,0,0.7,food_bev_stores
133,12,0,1,1,1,0.9,grocery_stores
133,12,0,1,1,0,0.9,grocery_stores
133,21,0,1,1,1,2.3,food_drink_service
133,21,0,1,1,0,2.3,food_drink_service
133,11,0,2,1,1,0.3,food_bev_stores
133,11,0,2,1,0,0.3,food_bev_stores
133,12,0,2,1,1,0.2,grocery_stores
133,12,0,2,1,0,0.2,grocery_stores
133,21,0,2,1,1,0.6,food_drink_service
133,21,0,2,1,0,0.6,food_drink_service
133,11,2,0,1,1,0.9,food_bev_stores
133,12,2,0,1,1,1.2,grocery_stores
133,21,2,0,1,1,0,food_drink_service
133,11,2,0,1,0,-8.2,food_bev_stores
133,12,2,0,1,0,-3.7,grocery_stores
133,21,2,0,1,0,-7.6,food_drink_service
134,11,1,0,1,0,35581,food_bev_stores
134,11,1,0,1,1,39285,food_bev_stores
134,12,1,0,1,0,32440,grocery_stores
134,12,1,0,1,1,35570,grocery_stores
134,21,1,0,1,0,25573,food_drink_service
134,21,1,0,1,1,27979,food_drink_service
134,11,0,1,1,1,0.7,food_bev_stores
134,11,0,1,1,0,0.7,food_bev_stores
134,12,0,1,1,1,0.8,grocery_stores
134,12,0,1,1,0,0.8,grocery_stores
134,21,0,1,1,1,1.8,food_drink_service
134,21,0,1,1,0,1.8,food_drink_service
134,11,0,2,1,1,0.1,food_bev_stores
134,11,0,2,1,0,0.1,food_bev_stores
134,12,0,2,1,1,0.1,grocery_stores
134,12,0,2,1,0,0.1,grocery_stores
134,21,0,2,1,1,0.3,food_drink_service
134,21,0,2,1,0,0.3,food_drink_service
134,11,2,0,1,1,-0.3,food_bev_stores
134,12,2,0,1,1,-0.3,grocery_stores
