per_idx,cat_idx,dt_idx,et_idx,geo_idx,is_adj,val
17,13,1,0,1,1,7666
17,14,1,0,1,0,14089
17,14,1,0,1,1,13521
17,15,1,0,1,0,10063
17,15,1,0,1,1,10386
17,16,1,0,1,0,3315
17,16,1,0,1,1,3746
17,17,1,0,1,0,21562
17,17,1,0,1,1,21993
17,21,1,0,1,0,18712
17,21,1,0,1,1,17821
17,6,2,0,1,1,1.3
17,8,2,0,1,1,1.7
17,9,2,0,1,1,0.6
17,10,2,0,1,1,2.7
17,11,2,0,1,1,0.1
17,12,2,0,1,1,0.1
17,13,2,0,1,1,-0.2
17,14,2,0,1,1,-0.1
17,15,2,0,1,1,1.3
17,16,2,0,1,1,-0.1
17,17,2,0,1,1,1.1
17,21,2,0,1,1,0.3
17,6,2,0,1,0,0.8
17,8,2,0,1,0,3.7
17,9,2,0,1,0,1.2
17,10,2,0,1,0,7.5
17,11,2,0,1,0,3.5
17,12,2,0,1,0,3.5
17,13,2,0,1,0,-0.5
17,14,2,0,1,0,5.3
17,15,2,0,1,0,2
17,16,2,0,1,0,-1.7
17,17,2,0,1,0,6.4
17,21,2,0,1,0,4.9
18,6,1,0,1,0,42995
18,6,1,0,1,1,38892
18,8,1,0,1,0,4568
18,8,1,0,1,1,4609
18,9,1,0,1,0,4334
18,9,1,0,1,1,4567
18,10,1,0,1,0,13209
18,10,1,0,1,1,11669
18,11,1,0,1,0,31352
18,11,1,0,1,1,31168
18,12,1,0,1,0,28576
18,12,1,0,1,1,28377
18,13,1,0,1,0,7642
18,13,1,0,1,1,7680
18,14,1,0,1,0,13999
18,14,1,0,1,1,13461
18,15,1,0,1,0,9635
18,15,1,0,1,1,10411
18,16,1,0,1,0,3424
18,16,1,0,1,1,3702
18,17,1,0,1,0,20562
18,17,1,0,1,1,21957
18,21,1,0,1,0,18571
18,21,1,0,1,1,18030
18,6,2,0,1,1,-0.3
18,8,2,0,1,1,-0.7
18,9,2,0,1,1,1.8
18,10,2,0,1,1,-0.4
18,11,2,0,1,1,0
18,12,2,0,1,1,0
18,13,2,0,1,1,0.2
18,14,2,0,1,1,-0.4
18,15,2,0,1,1,0.2
18,16,2,0,1,1,-1.2
18,17,2,0,1,1,-0.2
18,21,2,0,1,1,1.2
18,6,2,0,1,0,3.9
18,8,2,0,1,0,0.7
18,9,2,0,1,0,7.7
18,10,2,0,1,0,-0.7
18,11,2,0,1,0,-1.7
18,12,2,0,1,0,-1.8
18,13,2,0,1,0,-0.5
18,14,2,0,1,0,-0.6
18,15,2,0,1,0,-4.3
18,16,2,0,1,0,3.3
18,17,2,0,1,0,-4.6
18,21,2,0,1,0,-0.8
19,6,1,0,1,0,42978
19,6,1,0,1,1,40290
19,8,1,0,1,0,4682
19,8,1,0,1,1,4640
19,9,1,0,1,0,4447
19,9,1,0,1,1,4642
19,10,1,0,1,0,12523
19,10,1,0,1,1,11781
19,11,1,0,1,0,33029
19,11,1,0,1,1,31349
19,12,1,0,1,0,30067
19,12,1,0,1,1,28554
19,13,1,0,1,0,7671
19,13,1,0,1,1,7756
19,14,1,0,1,0,14447
19,14,1,0,1,1,13502
19,15,1,0,1,0,9794
19,15,1,0,1,1,10593
19,16,1,0,1,0,3440
19,16,1,0,1,1,3810
19,17,1,0,1,0,20679
19,17,1,0,1,1,22343
19,21,1,0,1,0,19092
19,21,1,0,1,1,17927
19,6,2,0,1,1,3.6
19,8,2,0,1,1,0.7
19,9,2,0,1,1,1.6
19,10,2,0,1,1,1
19,11,2,0,1,1,0.6
19,12,2,0,1,1,0.6
19,13,2,0,1,1,1
19,14,2,0,1,1,0.3
19,15,2,0,1,1,1.7
19,16,2,0,1,1,2.9
19,17,2,0,1,1,1.8
19,21,2,0,1,1,-0.6
19,6,2,0,1,0,0
19,8,2,0,1,0,2.5
19,9,2,0,1,0,2.6
19,10,2,0,1,0,-5.2
19,11,2,0,1,0,5.3
19,12,2,0,1,0,5.2
19,13,2,0,1,0,0.4
19,14,2,0,1,0,3.2
19,15,2,0,1,0,1.7
19,16,2,0,1,0,0.5
19,17,2,0,1,0,0.6
19,21,2,0,1,0,2.8
